years,sex,city_state,population,female_comparison,male_comparison,male_pop_2000,female_pop_2000,total_pop_2000,total_pop_2020,city_state_year,pop_increase,price_increase
2000,Both,Abilene TX,115930,0.495,0.505,58529,57401,115930,125182,Abilene TX 2000,1.080,
2000,Male,Abilene TX,58529,0.495,0.505,58529,57401,115930,125182,Abilene TX 2000,1.080,
2000,Female,Abilene TX,57401,0.495,0.505,58529,57401,115930,125182,Abilene TX 2000,1.080,
2020,Both,Abilene TX,125182,0.495,0.505,,,115930,125182,Abilene TX 2020,1.080,
2000,Both,Akron OH,393645,0.521,0.479,188725,204920,393645,190469,Akron OH 2000,0.484,-0.044148716
2000,Male,Akron OH,188725,0.521,0.479,188725,204920,393645,190469,Akron OH 2000,0.484,-0.044148716
2000,Female,Akron OH,204920,0.521,0.479,188725,204920,393645,190469,Akron OH 2000,0.484,-0.044148716
2020,Both,Akron OH,190469,0.521,0.479,,,393645,190469,Akron OH 2020,0.484,-0.044148716
2000,Both,Albuquerque NM,523399,0.514,0.486,254634,268766,523400,564559,Albuquerque NM 2000,1.079,
2000,Male,Albuquerque NM,254634,0.514,0.486,254634,268766,523400,564559,Albuquerque NM 2000,1.079,
2000,Female,Albuquerque NM,268766,0.514,0.486,254634,268766,523400,564559,Albuquerque NM 2000,1.079,
2020,Both,Albuquerque NM,564559,0.514,0.486,,,523400,564559,Albuquerque NM 2020,1.079,
2000,Both,Alexandria VA,128283,0.517,0.483,61974,66309,128283,159467,Alexandria VA 2000,1.243,1.584610262
2000,Male,Alexandria VA,61974,0.517,0.483,61974,66309,128283,159467,Alexandria VA 2000,1.243,1.584610262
2000,Female,Alexandria VA,66309,0.517,0.483,61974,66309,128283,159467,Alexandria VA 2000,1.243,1.584610262
2020,Both,Alexandria VA,159467,0.517,0.483,,,128283,159467,Alexandria VA 2020,1.243,1.584610262
2000,Both,Allentown PA,341520,0.519,0.481,164271,177250,341521,125845,Allentown PA 2000,0.368,0.82702721
2000,Male,Allentown PA,164271,0.519,0.481,164271,177250,341521,125845,Allentown PA 2000,0.368,0.82702721
2000,Female,Allentown PA,177250,0.519,0.481,164271,177250,341521,125845,Allentown PA 2000,0.368,0.82702721
2020,Both,Allentown PA,125845,0.519,0.481,,,341521,125845,Allentown PA 2020,0.368,0.82702721
2000,Both,Amarillo TX,176470,0.513,0.487,85866,90604,176470,200393,Amarillo TX 2000,1.136,
2000,Male,Amarillo TX,85866,0.513,0.487,85866,90604,176470,200393,Amarillo TX 2000,1.136,
2000,Female,Amarillo TX,90604,0.513,0.487,85866,90604,176470,200393,Amarillo TX 2000,1.136,
2020,Both,Amarillo TX,200393,0.513,0.487,,,176470,200393,Amarillo TX 2020,1.136,
2000,Both,Anaheim CA,328014,0.500,0.500,164058,163956,328014,346824,Anaheim CA 2000,1.057,1.674791674
2000,Male,Anaheim CA,164058,0.500,0.500,164058,163956,328014,346824,Anaheim CA 2000,1.057,1.674791674
2000,Female,Anaheim CA,163956,0.500,0.500,164058,163956,328014,346824,Anaheim CA 2000,1.057,1.674791674
2020,Both,Anaheim CA,346824,0.500,0.500,,,328014,346824,Anaheim CA 2020,1.057,1.674791674
2000,Both,Anchorage AK,260283,0.494,0.506,131668,128615,260283,291247,Anchorage AK 2000,1.119,1.143945623
2000,Male,Anchorage AK,131668,0.494,0.506,131668,128615,260283,291247,Anchorage AK 2000,1.119,1.143945623
2000,Female,Anchorage AK,128615,0.494,0.506,131668,128615,260283,291247,Anchorage AK 2000,1.119,1.143945623
2020,Both,Anchorage AK,291247,0.494,0.506,,,260283,291247,Anchorage AK 2020,1.119,1.143945623
2000,Both,Ann Arbor MI,198964,0.507,0.493,98181,100784,198965,123851,Ann Arbor MI 2000,0.622,0.68046285
2000,Male,Ann Arbor MI,98181,0.507,0.493,98181,100784,198965,123851,Ann Arbor MI 2000,0.622,0.68046285
2000,Female,Ann Arbor MI,100784,0.507,0.493,98181,100784,198965,123851,Ann Arbor MI 2000,0.622,0.68046285
2020,Both,Ann Arbor MI,123851,0.507,0.493,,,198965,123851,Ann Arbor MI 2020,0.622,0.68046285
2000,Both,Arlington TX,332969,0.500,0.500,166465,166504,332969,394266,Arlington TX 2000,1.184,1.001401525
2000,Male,Arlington TX,166465,0.500,0.500,166465,166504,332969,394266,Arlington TX 2000,1.184,1.001401525
2000,Female,Arlington TX,166504,0.500,0.500,166465,166504,332969,394266,Arlington TX 2000,1.184,1.001401525
2020,Both,Arlington TX,394266,0.500,0.500,,,332969,394266,Arlington TX 2020,1.184,1.001401525
2000,Both,Arlington VA,189453,0.496,0.504,95443,94010,189453,238643,Arlington VA 2000,1.260,1.942580302
2000,Male,Arlington VA,95443,0.496,0.504,95443,94010,189453,238643,Arlington VA 2000,1.260,1.942580302
2000,Female,Arlington VA,94010,0.496,0.504,95443,94010,189453,238643,Arlington VA 2000,1.260,1.942580302
2020,Both,Arlington VA,238643,0.496,0.504,,,189453,238643,Arlington VA 2020,1.260,1.942580302
2000,Both,Arvada CO,102153,0.510,0.490,50021,52132,102153,124402,Arvada CO 2000,1.218,1.269273326
2000,Male,Arvada CO,50021,0.510,0.490,50021,52132,102153,124402,Arvada CO 2000,1.218,1.269273326
2000,Female,Arvada CO,52132,0.510,0.490,50021,52132,102153,124402,Arvada CO 2000,1.218,1.269273326
2020,Both,Arvada CO,124402,0.510,0.490,,,102153,124402,Arvada CO 2020,1.218,1.269273326
2000,Both,Athens GA,103986,0.512,0.488,50706,53280,103986,127315,Athens GA 2000,1.224,0.826145617
2000,Male,Athens GA,50706,0.512,0.488,50706,53280,103986,127315,Athens GA 2000,1.224,0.826145617
2000,Female,Athens GA,53280,0.512,0.488,50706,53280,103986,127315,Athens GA 2000,1.224,0.826145617
2020,Both,Athens GA,127315,0.512,0.488,,,103986,127315,Athens GA 2020,1.224,0.826145617
2000,Both,Atlanta GA,1958157,0.506,0.494,966629,991529,1958158,498715,Atlanta GA 2000,0.255,0.791604049
2000,Male,Atlanta GA,966629,0.506,0.494,966629,991529,1958158,498715,Atlanta GA 2000,0.255,0.791604049
2000,Female,Atlanta GA,991529,0.506,0.494,966629,991529,1958158,498715,Atlanta GA 2000,0.255,0.791604049
2020,Both,Atlanta GA,498715,0.506,0.494,,,1958158,498715,Atlanta GA 2020,0.255,0.791604049
2000,Both,Augusta GA,267703,0.518,0.482,128932,138771,267703,202081,Augusta GA 2000,0.755,
2000,Male,Augusta GA,128932,0.518,0.482,128932,138771,267703,202081,Augusta GA 2000,0.755,
2000,Female,Augusta GA,138771,0.518,0.482,128932,138771,267703,202081,Augusta GA 2000,0.755,
2020,Both,Augusta GA,202081,0.518,0.482,,,267703,202081,Augusta GA 2020,0.755,
2000,Both,Aurora CO,276393,0.505,0.495,136901,139492,276393,386261,Aurora CO 2000,1.398,1.018630483
2000,Male,Aurora CO,136901,0.505,0.495,136901,139492,276393,386261,Aurora CO 2000,1.398,1.018630483
2000,Female,Aurora CO,139492,0.505,0.495,136901,139492,276393,386261,Aurora CO 2000,1.398,1.018630483
2020,Both,Aurora CO,386261,0.505,0.495,,,276393,386261,Aurora CO 2020,1.398,1.018630483
2000,Both,Aurora IL,142990,0.496,0.504,72020,70970,142990,180542,Aurora IL 2000,1.263,0.422832151
2000,Male,Aurora IL,72020,0.496,0.504,72020,70970,142990,180542,Aurora IL 2000,1.263,0.422832151
2000,Female,Aurora IL,70970,0.496,0.504,72020,70970,142990,180542,Aurora IL 2000,1.263,0.422832151
2020,Both,Aurora IL,180542,0.496,0.504,,,142990,180542,Aurora IL 2020,1.263,0.422832151
2000,Both,Austin TX,779241,0.489,0.511,398577,380664,779241,961855,Austin TX 2000,1.234,1.064264051
2000,Male,Austin TX,398577,0.489,0.511,398577,380664,779241,961855,Austin TX 2000,1.234,1.064264051
2000,Female,Austin TX,380664,0.489,0.511,398577,380664,779241,961855,Austin TX 2000,1.234,1.064264051
2020,Both,Austin TX,961855,0.489,0.511,,,779241,961855,Austin TX 2020,1.234,1.064264051
2000,Both,Bakersfield CA,321591,0.512,0.488,156970,164621,321591,403455,Bakersfield CA 2000,1.255,1.228502675
2000,Male,Bakersfield CA,156970,0.512,0.488,156970,164621,321591,403455,Bakersfield CA 2000,1.255,1.228502675
2000,Female,Bakersfield CA,164621,0.512,0.488,156970,164621,321591,403455,Bakersfield CA 2000,1.255,1.228502675
2020,Both,Bakersfield CA,403455,0.512,0.488,,,321591,403455,Bakersfield CA 2020,1.255,1.228502675
2000,Both,Baltimore MD,1363754,0.525,0.475,647993,715761,1363754,585708,Baltimore MD 2000,0.429,0.697351885
2000,Male,Baltimore MD,647993,0.525,0.475,647993,715761,1363754,585708,Baltimore MD 2000,0.429,0.697351885
2000,Female,Baltimore MD,715761,0.525,0.475,647993,715761,1363754,585708,Baltimore MD 2000,0.429,0.697351885
2020,Both,Baltimore MD,585708,0.525,0.475,,,1363754,585708,Baltimore MD 2020,0.429,0.697351885
2000,Both,Baton Rouge LA,353419,0.522,0.478,169045,184374,353419,227470,Baton Rouge LA 2000,0.644,
2000,Male,Baton Rouge LA,169045,0.522,0.478,169045,184374,353419,227470,Baton Rouge LA 2000,0.644,
2000,Female,Baton Rouge LA,184374,0.522,0.478,169045,184374,353419,227470,Baton Rouge LA 2000,0.644,
2020,Both,Baton Rouge LA,227470,0.522,0.478,,,353419,227470,Baton Rouge LA 2020,0.644,
2000,Both,Beaumont TX,126585,0.525,0.475,60164,66422,126586,115282,Beaumont TX 2000,0.911,
2000,Male,Beaumont TX,60164,0.525,0.475,60164,66422,126586,115282,Beaumont TX 2000,0.911,
2000,Female,Beaumont TX,66422,0.525,0.475,60164,66422,126586,115282,Beaumont TX 2000,0.911,
2020,Both,Beaumont TX,115282,0.525,0.475,,,126586,115282,Beaumont TX 2020,0.911,
2000,Both,Bellevue WA,109569,0.504,0.496,54347,55222,109569,151854,Bellevue WA 2000,1.386,2.082345047
2000,Male,Bellevue WA,54347,0.504,0.496,54347,55222,109569,151854,Bellevue WA 2000,1.386,2.082345047
2000,Female,Bellevue WA,55222,0.504,0.496,54347,55222,109569,151854,Bellevue WA 2000,1.386,2.082345047
2020,Both,Bellevue WA,151854,0.504,0.496,,,109569,151854,Bellevue WA 2020,1.386,2.082345047
2000,Both,Berkeley CA,102743,0.509,0.491,50456,52287,102743,124321,Berkeley CA 2000,1.210,2.010298697
2000,Male,Berkeley CA,50456,0.509,0.491,50456,52287,102743,124321,Berkeley CA 2000,1.210,2.010298697
2000,Female,Berkeley CA,52287,0.509,0.491,50456,52287,102743,124321,Berkeley CA 2000,1.210,2.010298697
2020,Both,Berkeley CA,124321,0.509,0.491,,,102743,124321,Berkeley CA 2020,1.210,2.010298697
2000,Both,Birmingham AL,453218,0.532,0.468,211993,241225,453218,200733,Birmingham AL 2000,0.443,
2000,Male,Birmingham AL,211993,0.532,0.468,211993,241225,453218,200733,Birmingham AL 2000,0.443,
2000,Female,Birmingham AL,241225,0.532,0.468,211993,241225,453218,200733,Birmingham AL 2000,0.443,
2020,Both,Birmingham AL,200733,0.532,0.468,,,453218,200733,Birmingham AL 2020,0.443,
2000,Both,Boise City ID,229206,0.504,0.496,113729,115477,229206,235684,Boise City ID 2000,1.028,
2000,Male,Boise City ID,113729,0.504,0.496,113729,115477,229206,235684,Boise City ID 2000,1.028,
2000,Female,Boise City ID,115477,0.504,0.496,113729,115477,229206,235684,Boise City ID 2000,1.028,
2020,Both,Boise City ID,235684,0.504,0.496,,,229206,235684,Boise City ID 2020,1.028,
2000,Both,Boston MA,2310813,0.518,0.482,1113556,1197257,2310813,675647,Boston MA 2000,0.292,1.685465854
2000,Male,Boston MA,1113556,0.518,0.482,1113556,1197257,2310813,675647,Boston MA 2000,0.292,1.685465854
2000,Female,Boston MA,1197257,0.518,0.482,1113556,1197257,2310813,675647,Boston MA 2000,0.292,1.685465854
2020,Both,Boston MA,675647,0.518,0.482,,,2310813,675647,Boston MA 2020,0.292,1.685465854
2000,Both,Bridgeport CT,514210,0.519,0.481,247256,266954,514210,148654,Bridgeport CT 2000,0.289,0.772385042
2000,Male,Bridgeport CT,247256,0.519,0.481,247256,266954,514210,148654,Bridgeport CT 2000,0.289,0.772385042
2000,Female,Bridgeport CT,266954,0.519,0.481,247256,266954,514210,148654,Bridgeport CT 2000,0.289,0.772385042
2020,Both,Bridgeport CT,148654,0.519,0.481,,,514210,148654,Bridgeport CT 2020,0.289,0.772385042
2000,Both,Brownsville TX,152749,0.528,0.472,72168,80581,152749,186738,Brownsville TX 2000,1.223,
2000,Male,Brownsville TX,72168,0.528,0.472,72168,80581,152749,186738,Brownsville TX 2000,1.223,
2000,Female,Brownsville TX,80581,0.528,0.472,72168,80581,152749,186738,Brownsville TX 2000,1.223,
2020,Both,Brownsville TX,186738,0.528,0.472,,,152749,186738,Brownsville TX 2020,1.223,
2000,Both,Buffalo NY,634676,0.527,0.473,299977,334699,634676,278349,Buffalo NY 2000,0.439,0.744199595
2000,Male,Buffalo NY,299977,0.527,0.473,299977,334699,634676,278349,Buffalo NY 2000,0.439,0.744199595
2000,Female,Buffalo NY,334699,0.527,0.473,299977,334699,634676,278349,Buffalo NY 2000,0.439,0.744199595
2020,Both,Buffalo NY,278349,0.527,0.473,,,634676,278349,Buffalo NY 2020,0.439,0.744199595
2000,Both,Burbank CA,100316,0.515,0.485,48635,51681,100316,107337,Burbank CA 2000,1.070,2.16808172
2000,Male,Burbank CA,48635,0.515,0.485,48635,51681,100316,107337,Burbank CA 2000,1.070,2.16808172
2000,Female,Burbank CA,51681,0.515,0.485,48635,51681,100316,107337,Burbank CA 2000,1.070,2.16808172
2020,Both,Burbank CA,107337,0.515,0.485,,,100316,107337,Burbank CA 2020,1.070,2.16808172
2000,Both,Cambridge MA,101355,0.510,0.490,49674,51681,101355,118403,Cambridge MA 2000,1.168,1.866062918
2000,Male,Cambridge MA,49674,0.510,0.490,49674,51681,101355,118403,Cambridge MA 2000,1.168,1.866062918
2000,Female,Cambridge MA,51681,0.510,0.490,49674,51681,101355,118403,Cambridge MA 2000,1.168,1.866062918
2020,Both,Cambridge MA,118403,0.510,0.490,,,101355,118403,Cambridge MA 2020,1.168,1.866062918
2000,Both,Cape Coral FL,216022,0.515,0.485,104809,111213,216022,194016,Cape Coral FL 2000,0.898,0.977843806
2000,Male,Cape Coral FL,104809,0.515,0.485,104809,111213,216022,194016,Cape Coral FL 2000,0.898,0.977843806
2000,Female,Cape Coral FL,111213,0.515,0.485,104809,111213,216022,194016,Cape Coral FL 2000,0.898,0.977843806
2020,Both,Cape Coral FL,194016,0.515,0.485,,,216022,194016,Cape Coral FL 2020,0.898,0.977843806
2000,Both,Carrollton TX,109576,0.505,0.495,54275,55301,109576,133434,Carrollton TX 2000,1.218,0.986441766
2000,Male,Carrollton TX,54275,0.505,0.495,54275,55301,109576,133434,Carrollton TX 2000,1.218,0.986441766
2000,Female,Carrollton TX,55301,0.505,0.495,54275,55301,109576,133434,Carrollton TX 2000,1.218,0.986441766
2020,Both,Carrollton TX,133434,0.505,0.495,,,109576,133434,Carrollton TX 2020,1.218,0.986441766
2000,Both,Cedar Rapids IA,138046,0.513,0.487,67260,70787,138047,137710,Cedar Rapids IA 2000,0.998,0.47265227
2000,Male,Cedar Rapids IA,67260,0.513,0.487,67260,70787,138047,137710,Cedar Rapids IA 2000,0.998,0.47265227
2000,Female,Cedar Rapids IA,70787,0.513,0.487,67260,70787,138047,137710,Cedar Rapids IA 2000,0.998,0.47265227
2020,Both,Cedar Rapids IA,137710,0.513,0.487,,,138047,137710,Cedar Rapids IA 2020,0.998,0.47265227
2000,Both,Chandler AZ,176581,0.501,0.499,88140,88441,176581,275987,Chandler AZ 2000,1.563,1.108408834
2000,Male,Chandler AZ,88140,0.501,0.499,88140,88441,176581,275987,Chandler AZ 2000,1.563,1.108408834
2000,Female,Chandler AZ,88441,0.501,0.499,88140,88441,176581,275987,Chandler AZ 2000,1.563,1.108408834
2020,Both,Chandler AZ,275987,0.501,0.499,,,176581,275987,Chandler AZ 2020,1.563,1.108408834
2000,Both,Charlotte NC,649878,0.509,0.491,318936,330942,649878,874579,Charlotte NC 2000,1.346,0.645718101
2000,Male,Charlotte NC,318936,0.509,0.491,318936,330942,649878,874579,Charlotte NC 2000,1.346,0.645718101
2000,Female,Charlotte NC,330942,0.509,0.491,318936,330942,649878,874579,Charlotte NC 2000,1.346,0.645718101
2020,Both,Charlotte NC,874579,0.509,0.491,,,649878,874579,Charlotte NC 2020,1.346,0.645718101
2000,Both,Chattanooga TN,249532,0.525,0.475,118436,131096,249532,181099,Chattanooga TN 2000,0.726,0.748750815
2000,Male,Chattanooga TN,118436,0.525,0.475,118436,131096,249532,181099,Chattanooga TN 2000,0.726,0.748750815
2000,Female,Chattanooga TN,131096,0.525,0.475,118436,131096,249532,181099,Chattanooga TN 2000,0.726,0.748750815
2020,Both,Chattanooga TN,181099,0.525,0.475,,,249532,181099,Chattanooga TN 2020,0.726,0.748750815
2000,Both,Chesapeake VA,199184,0.514,0.486,96728,102456,199184,249422,Chesapeake VA 2000,1.252,1.073247622
2000,Male,Chesapeake VA,96728,0.514,0.486,96728,102456,199184,249422,Chesapeake VA 2000,1.252,1.073247622
2000,Female,Chesapeake VA,102456,0.514,0.486,96728,102456,199184,249422,Chesapeake VA 2000,1.252,1.073247622
2020,Both,Chesapeake VA,249422,0.514,0.486,,,199184,249422,Chesapeake VA 2020,1.252,1.073247622
2000,Both,Chicago IL,5601960,0.513,0.487,2730060,2871900,5601960,2746388,Chicago IL 2000,0.490,0.487268272
2000,Male,Chicago IL,2730060,0.513,0.487,2730060,2871900,5601960,2746388,Chicago IL 2000,0.490,0.487268272
2000,Female,Chicago IL,2871900,0.513,0.487,2730060,2871900,5601960,2746388,Chicago IL 2000,0.490,0.487268272
2020,Both,Chicago IL,2746388,0.513,0.487,,,5601960,2746388,Chicago IL 2020,0.490,0.487268272
2000,Both,Chula Vista CA,173556,0.515,0.485,84237,89319,173556,275487,Chula Vista CA 2000,1.587,1.428102713
2000,Male,Chula Vista CA,84237,0.515,0.485,84237,89319,173556,275487,Chula Vista CA 2000,1.587,1.428102713
2000,Female,Chula Vista CA,89319,0.515,0.485,84237,89319,173556,275487,Chula Vista CA 2000,1.587,1.428102713
2020,Both,Chula Vista CA,275487,0.515,0.485,,,173556,275487,Chula Vista CA 2020,1.587,1.428102713
2000,Both,Cincinnati OH,917274,0.519,0.481,440803,476471,917274,309317,Cincinnati OH 2000,0.337,0.442173435
2000,Male,Cincinnati OH,440803,0.519,0.481,440803,476471,917274,309317,Cincinnati OH 2000,0.337,0.442173435
2000,Female,Cincinnati OH,476471,0.519,0.481,440803,476471,917274,309317,Cincinnati OH 2000,0.337,0.442173435
2020,Both,Cincinnati OH,309317,0.519,0.481,,,917274,309317,Cincinnati OH 2020,0.337,0.442173435
2000,Both,Clarksville TN,112615,0.488,0.512,57608,55007,112615,166722,Clarksville TN 2000,1.480,0.697204164
2000,Male,Clarksville TN,57608,0.488,0.512,57608,55007,112615,166722,Clarksville TN 2000,1.480,0.697204164
2000,Female,Clarksville TN,55007,0.488,0.512,57608,55007,112615,166722,Clarksville TN 2000,1.480,0.697204164
2020,Both,Clarksville TN,166722,0.488,0.512,,,112615,166722,Clarksville TN 2020,1.480,0.697204164
2000,Both,Clearwater FL,108787,0.521,0.479,52065,56722,108787,117292,Clearwater FL 2000,1.078,1.204365822
2000,Male,Clearwater FL,52065,0.521,0.479,52065,56722,108787,117292,Clearwater FL 2000,1.078,1.204365822
2000,Female,Clearwater FL,56722,0.521,0.479,52065,56722,108787,117292,Clearwater FL 2000,1.078,1.204365822
2020,Both,Clearwater FL,117292,0.521,0.479,,,108787,117292,Clearwater FL 2020,1.078,1.204365822
2000,Both,Cleveland OH,1132525,0.525,0.475,538028,594498,1132526,372624,Cleveland OH 2000,0.329,-0.143886654
2000,Male,Cleveland OH,538028,0.525,0.475,538028,594498,1132526,372624,Cleveland OH 2000,0.329,-0.143886654
2000,Female,Cleveland OH,594498,0.525,0.475,538028,594498,1132526,372624,Cleveland OH 2000,0.329,-0.143886654
2020,Both,Cleveland OH,372624,0.525,0.475,,,1132526,372624,Cleveland OH 2020,0.329,-0.143886654
2000,Both,Colorado Springs CO,413506,0.502,0.498,206083,207424,413507,478961,Colorado Springs CO 2000,1.158,1.032459468
2000,Male,Colorado Springs CO,206083,0.502,0.498,206083,207424,413507,478961,Colorado Springs CO 2000,1.158,1.032459468
2000,Female,Colorado Springs CO,207424,0.502,0.498,206083,207424,413507,478961,Colorado Springs CO 2000,1.158,1.032459468
2020,Both,Colorado Springs CO,478961,0.502,0.498,,,413507,478961,Colorado Springs CO 2020,1.158,1.032459468
2000,Both,Columbia SC,268408,0.517,0.483,129716,138692,268408,136632,Columbia SC 2000,0.509,0.364144225
2000,Male,Columbia SC,129716,0.517,0.483,129716,138692,268408,136632,Columbia SC 2000,0.509,0.364144225
2000,Female,Columbia SC,138692,0.517,0.483,129716,138692,268408,136632,Columbia SC 2000,0.509,0.364144225
2020,Both,Columbia SC,136632,0.517,0.483,,,268408,136632,Columbia SC 2020,0.509,0.364144225
2000,Both,Columbus GA,214308,0.510,0.490,105013,109295,214308,206922,Columbus GA 2000,0.966,-0.030989131
2000,Male,Columbus GA,105013,0.510,0.490,105013,109295,214308,206922,Columbus GA 2000,0.966,-0.030989131
2000,Female,Columbus GA,109295,0.510,0.490,105013,109295,214308,206922,Columbus GA 2000,0.966,-0.030989131
2020,Both,Columbus GA,206922,0.510,0.490,,,214308,206922,Columbus GA 2020,0.966,-0.030989131
2000,Both,Columbus OH,922332,0.514,0.486,448472,473860,922332,905748,Columbus OH 2000,0.982,0.657860293
2000,Male,Columbus OH,448472,0.514,0.486,448472,473860,922332,905748,Columbus OH 2000,0.982,0.657860293
2000,Female,Columbus OH,473860,0.514,0.486,448472,473860,922332,905748,Columbus OH 2000,0.982,0.657860293
2020,Both,Columbus OH,905748,0.514,0.486,,,922332,905748,Columbus OH 2020,0.982,0.657860293
2000,Both,Concord CA,337202,0.510,0.490,165167,172035,337202,125410,Concord CA 2000,0.372,1.648936532
2000,Male,Concord CA,165167,0.510,0.490,165167,172035,337202,125410,Concord CA 2000,0.372,1.648936532
2000,Female,Concord CA,172035,0.510,0.490,165167,172035,337202,125410,Concord CA 2000,0.372,1.648936532
2020,Both,Concord CA,125410,0.510,0.490,,,337202,125410,Concord CA 2020,0.372,1.648936532
2000,Both,Coral Springs FL,117549,0.513,0.487,57251,60298,117549,134394,Coral Springs FL 2000,1.143,1.306322354
2000,Male,Coral Springs FL,57251,0.513,0.487,57251,60298,117549,134394,Coral Springs FL 2000,1.143,1.306322354
2000,Female,Coral Springs FL,60298,0.513,0.487,57251,60298,117549,134394,Coral Springs FL 2000,1.143,1.306322354
2020,Both,Coral Springs FL,134394,0.513,0.487,,,117549,134394,Coral Springs FL 2020,1.143,1.306322354
2000,Both,Corona CA,124966,0.505,0.495,61849,63117,124966,157136,Corona CA 2000,1.257,1.396788843
2000,Male,Corona CA,61849,0.505,0.495,61849,63117,124966,157136,Corona CA 2000,1.257,1.396788843
2000,Female,Corona CA,63117,0.505,0.495,61849,63117,124966,157136,Corona CA 2000,1.257,1.396788843
